SequenceID	Subtype	Country-ISO	Year	Isolate-name
AY838568	C	ZA	00	J112MA
AY463228	C	ZA	00	J38MA
AY228557	C	ZA	01	01ZATM45
AY463237	C	ZA	01	2134MB
AY463223	C	ZA	01	J54Ma
DQ275648	C	ZA	02	02ZAPS001MB1
DQ351235	C	ZA	02	02ZAPS005MB1
DQ351220	C	ZA	02	02ZAPS006MB1
DQ275647	C	ZA	02	02ZAPS008MB1
DQ351222	C	ZA	02	02ZAPS013MB1
DQ351218	C	ZA	02	02ZAPS014MB1
DQ369995	C	ZA	02	02ZAPS015MB1
DQ351224	C	ZA	03	03ZAPS017MB1
DQ275653	C	ZA	03	03ZAPS020MB1
DQ369978	C	ZA	03	03ZAPS021MB1
DQ351225	C	ZA	03	03ZAPS023MB1
DQ396367	C	ZA	03	03ZAPS024MB1
DQ351226	C	ZA	03	03ZAPS025MB1
DQ369985	C	ZA	03	03ZAPS026MB1
DQ351223	C	ZA	03	03ZAPS027MB1
DQ369996	C	ZA	03	03ZAPS030MB1
DQ445633	C	ZA	03	03ZAPS032MB1
DQ369979	C	ZA	03	03ZAPS034MB1
DQ369977	C	ZA	03	03ZAPS042MB1
DQ351227	C	ZA	03	03ZAPS043MB1
DQ396384	C	ZA	03	03ZAPS044MB1
DQ369984	C	ZA	03	03ZAPS046MB1
DQ396364	C	ZA	03	03ZAPS048MB1
DQ369986	C	ZA	03	03ZAPS049MB1
DQ369980	C	ZA	03	03ZAPS050MB1
DQ396385	C	ZA	03	03ZAPS051MB1
DQ369987	C	ZA	03	03ZAPS052MB1
DQ369988	C	ZA	03	03ZAPS054MB2
DQ396373	C	ZA	03	03ZAPS055MB1
DQ396374	C	ZA	03	03ZAPS056MB1
DQ369989	C	ZA	03	03ZAPS057MB2
DQ396388	C	ZA	03	03ZAPS063MB1
DQ396375	C	ZA	03	03ZAPS066MB2
DQ396389	C	ZA	03	03ZAPS067MB2
DQ396376	C	ZA	03	03ZAPS071MB1
DQ275649	C	ZA	03	03ZAPS073MB1
DQ351228	C	ZA	03	03ZAPS074MB2
DQ093591	C	ZA	03	03ZAPS077B1
DQ093592	C	ZA	03	03ZAPS079B1
DQ351219	C	ZA	03	03ZAPS081MB1
DQ351229	C	ZA	03	03ZAPS083MB1
DQ275654	C	ZA	03	03ZAPS086MB1
DQ275651	C	ZA	03	03ZAPS088MB1
DQ351216	C	ZA	03	03ZAPS089MB1
DQ275645	C	ZA	03	03ZAPS091MB1
DQ396377	C	ZA	03	03ZAPS094MB1
DQ275652	C	ZA	03	03ZAPS095MB1
DQ351230	C	ZA	03	03ZAPS097MB1
DQ275655	C	ZA	03	03ZAPS099MB1
DQ275656	C	ZA	03	03ZAPS103MB2
DQ369990	C	ZA	03	03ZAPS104MB1
DQ445632	C	ZA	03	03ZAPS105MB2
DQ396378	C	ZA	03	03ZAPS108MB1
DQ396386	C	ZA	03	03ZAPS112MB2
DQ396365	C	ZA	03	03ZAPS113MB2
DQ445635	C	ZA	03	03ZAPS116MB1
DQ396368	C	ZA	03	03ZAPS118MB1
DQ396370	C	ZA	03	03ZAPS122MB1
DQ396369	C	ZA	03	03ZAPS123MB1
DQ369976	C	ZA	03	03ZAPS124MB1
DQ396390	C	ZA	03	03ZAPS125MB1
DQ275657	C	ZA	03	03ZAPS126MB1
DQ275643	C	ZA	03	03ZAPS128MB1
DQ275658	C	ZA	03	03ZAPS130MB1
DQ396380	C	ZA	03	03ZAPS131MB1
DQ275646	C	ZA	03	03ZAPS133MB1
DQ351231	C	ZA	03	03ZAPS136MB1
DQ369981	C	ZA	03	03ZAPS140MB1
DQ396391	C	ZA	03	03ZAPS143MB1
DQ396392	C	ZA	03	03ZAPS151MB1
DQ396399	C	ZA	03	03ZAPS152MB1
DQ396371	C	ZA	03	03ZAPS155MB1
DQ011175	C	ZA	03	03ZASK005B2
AY878056	C	ZA	03	03ZASK006B2
DQ164104	C	ZA	03	03ZASK010B2
AY901965	C	ZA	03	03ZASK011B2
DQ275660	C	ZA	03	03ZASK013B2
DQ351233	C	ZA	03	03ZASK016MB2
AY878063	C	ZA	03	03ZASK019B2
AY878064	C	ZA	03	03ZASK020B2
DQ011165	C	ZA	03	03ZASK026B2
AY878065	C	ZA	03	03ZASK034B1
AY901966	C	ZA	03	03ZASK036B1
AY878068	C	ZA	03	03ZASK039B2
AY901967	C	ZA	03	03ZASK058B2
AY901968	C	ZA	03	03ZASK061B1
DQ164113	C	ZA	03	03ZASK062B1
AY901969	C	ZA	03	03ZASK066B1
DQ275642	C	ZA	03	03ZASK067B1
DQ093593	C	ZA	03	03ZASK072B1
AY901970	C	ZA	03	03ZASK073B1
AY901975	C	ZA	03	03ZASK076B1
AY901971	C	ZA	03	03ZASK078B1
AY901981	C	ZA	03	03ZASK084B1
AY878057	C	ZA	03	03ZASK092B1
AY878070	C	ZA	03	03ZASK094B1
AY878060	C	ZA	03	03ZASK097B1
AY878061	C	ZA	03	03ZASK098B1
DQ164106	C	ZA	03	03ZASK103B1
DQ396395	C	ZA	03	03ZASK104B1
DQ056410	C	ZA	03	03ZASK107B1
DQ056411	C	ZA	03	03ZASK110B1
DQ056404	C	ZA	03	03ZASK111B1
DQ351237	C	ZA	03	03ZASK113B1
DQ056408	C	ZA	03	03ZASK117B1
DQ011169	C	ZA	03	03ZASK118B1
DQ011176	C	ZA	03	03ZASK120B1
DQ093601	C	ZA	03	03ZASK211B1
DQ978981	C	ZA	03	03ZASK212B
DQ093607	C	ZA	03	03ZASK213B1
DQ275661	C	ZA	03	03ZASK215M6W
DQ093597	C	ZA	03	03ZASK223B1
DQ275664	C	ZA	03	03ZASK224MB1
DQ164108	C	ZA	03	03ZASK226B1
DQ093589	C	ZA	03	03ZASK232B1
DQ351234	C	ZA	03	03ZASK233B1
DQ275650	C	ZA	03	04ZAPS194MB1
AY901972	C	ZA	03	04ZASK082B1
KT183301	C	ZA	03	503_14197_T1
AY772690	C	ZA	03	SK023B2
AY772691	C	ZA	03	SK029B2
AY772692	C	ZA	03	SK033B2
AY703908	C	ZA	03	SK040B1
AY772693	C	ZA	03	SK041B1
AY772700	C	ZA	03	SK043B1
AY772694	C	ZA	03	SK065B1
AY772695	C	ZA	03	SK112B1
AY772696	C	ZA	03	SK116B1
DQ351232	C	ZA	04	04ZAPS157MB1
DQ164107	C	ZA	04	04ZAPS160B1
DQ164115	C	ZA	04	04ZAPS161B1
DQ351221	C	ZA	04	04ZAPS165MB1
DQ164121	C	ZA	04	04ZAPS168B1
DQ396393	C	ZA	04	04ZAPS169MB1
DQ275659	C	ZA	04	04ZAPS172MB1
DQ396394	C	ZA	04	04ZAPS177MB1
DQ164122	C	ZA	04	04ZAPS188B1
DQ164117	C	ZA	04	04ZAPS189B1
DQ093602	C	ZA	04	04ZAPS190B1
DQ164118	C	ZA	04	04ZAPS195B1
DQ369997	C	ZA	04	04ZAPS197MB1
DQ445637	C	ZA	04	04ZAPS198MB1
DQ164110	C	ZA	04	04ZAPS199B1
DQ093598	C	ZA	04	04ZAPS202B1
DQ093599	C	ZA	04	04ZAPS205B1
DQ164126	C	ZA	04	04ZAPS206B1
DQ093588	C	ZA	04	04ZAPS214B1
DQ093600	C	ZA	04	04ZAPS216B1
DQ164119	C	ZA	04	04ZAPS217B1
AY901974	C	ZA	04	04ZASK031B2
DQ093585	C	ZA	04	04ZASK083B2
DQ011172	C	ZA	04	04ZASK127B1
DQ093586	C	ZA	04	04ZASK128B1
DQ056412	C	ZA	04	04ZASK131B1
DQ093594	C	ZA	04	04ZASK132B1
DQ011166	C	ZA	04	04ZASK135B1
DQ011177	C	ZA	04	04ZASK136B1
AY878072	C	ZA	04	04ZASK139B1
DQ011167	C	ZA	04	04ZASK142B1
AY901976	C	ZA	04	04ZASK145B1
AY772699	C	ZA	04	04ZASK146
DQ164114	C	ZA	04	04ZASK147B1
DQ093590	C	ZA	04	04ZASK148B1
DQ011178	C	ZA	04	04ZASK150B1
AY901977	C	ZA	04	04ZASK151B1
AY878071	C	ZA	04	04ZASK154B1
AY901978	C	ZA	04	04ZASK155B1
DQ011171	C	ZA	04	04ZASK156B1
DQ011179	C	ZA	04	04ZASK159B1
DQ011173	C	ZA	04	04ZASK160B1
DQ011170	C	ZA	04	04ZASK161B1
AY901979	C	ZA	04	04ZASK163B1
DQ056405	C	ZA	04	04ZASK164B1
DQ396387	C	ZA	04	04ZASK165B1
DQ164127	C	ZA	04	04ZASK167B1
AY878058	C	ZA	04	04ZASK168B1
DQ396381	C	ZA	04	04ZASK169B1
DQ093595	C	ZA	04	04ZASK170B1
DQ351217	C	ZA	04	04ZASK171B1
DQ093604	C	ZA	04	04ZASK173B1
AY901980	C	ZA	04	04ZASK174B1
DQ164129	C	ZA	04	04ZASK175B1
DQ056416	C	ZA	04	04ZASK176B1
DQ093587	C	ZA	04	04ZASK178B1
AY878059	C	ZA	04	04ZASK180B1
AY878062	C	ZA	04	04ZASK181B1
AY878054	C	ZA	04	04ZASK182B1
AY878055	C	ZA	04	04ZASK183B1
DQ056418	C	ZA	04	04ZASK184B1
DQ011174	C	ZA	04	04ZASK185B1
DQ056409	C	ZA	04	04ZASK190B1
DQ369993	C	ZA	04	04ZASK191B1
DQ396382	C	ZA	04	04ZASK192B1
DQ396396	C	ZA	04	04ZASK193B1
DQ056413	C	ZA	04	04ZASK196B1
DQ396383	C	ZA	04	04ZASK200B1
DQ396397	C	ZA	04	04ZASK201B1
DQ011180	C	ZA	04	04ZASK202B1
DQ056414	C	ZA	04	04ZASK204B1
DQ056415	C	ZA	04	04ZASK206B1
DQ056406	C	ZA	04	04ZASK208B1
DQ056417	C	ZA	04	04ZASK217B1
DQ093605	C	ZA	04	04ZASK234B1
GQ999973	C	ZA	04	CAP30_5w_F4
GQ999975	C	ZA	04	CAP61_8w_F3
AY772698	C	ZA	04	SK133B1
AY703909	C	ZA	04	SK134B1
AY901973	C	ZA	04	SK140B1
AY703910	C	ZA	04	SK143B1
AY703911	C	ZA	04	SK144B1
DQ369991	C	ZA	05	05ZAPSK240B1
DQ396372	C	ZA	05	05ZASK243B1
DQ369992	C	ZA	05	05ZASK244B1
DQ369982	C	ZA	05	05ZASK245B1
DQ369983	C	ZA	05	05ZASK246B1
DQ369994	C	ZA	05	05ZASK247B1
GQ999981	C	ZA	05	CAP174_4w
GQ999982	C	ZA	05	CAP206_8w_F1
GQ999983	C	ZA	05	CAP210_5w
GQ999984	C	ZA	05	CAP228_8w_F2
GQ999985	C	ZA	05	CAP229_7w
GQ999991	C	ZA	05	CAP239_5w_F1
GQ999986	C	ZA	05	CAP244_8w_F1
GQ999987	C	ZA	05	CAP248_9w
GQ999988	C	ZA	05	CAP255_8w_F1
GQ999989	C	ZA	05	CAP256_6w
GQ999990	C	ZA	05	CAP257_7w_F1
GQ999974	C	ZA	05	CAP45_5w_F1
GQ999976	C	ZA	05	CAP63_5w_F4
GQ999977	C	ZA	05	CAP65_6w
GQ999978	C	ZA	05	CAP84_3w_F2
GQ999979	C	ZA	05	CAP85_5w_F1
GQ999980	C	ZA	05	CAP88_5w_F2
GQ999972	C	ZA	05	CAP8_3w_F2
KT183064	C	ZA	07	503_01009_4
KT183087	C	ZA	07	503_02051_66
KT183090	C	ZA	07	503_02182_B5
KT183094	C	ZA	07	503_02660_1
KT183103	C	ZA	07	503_02854_C1
KT183148	C	ZA	07	503_05649_G6
KT183196	C	ZA	07	503_07352_C1
KT183211	C	ZA	07	503_07518_E9
KT183216	C	ZA	07	503_07711_D6
KT183229	C	ZA	07	503_09003_5
KT183253	C	ZA	07	503_10430_2
KT183265	C	ZA	07	503_11204_39
KT183271	C	ZA	07	503_11441_B1
KT183279	C	ZA	07	503_13503_A5
KC156123	C	ZA	07	704010042_CH042_TF
KC156125	C	ZA	07	705010067_CH067_TF
KC156115	C	ZA	07	705010162_CH162mo6
KC156130	C	ZA	07	705010198_CH198_TF
KC156127	C	ZA	07	706010164_CH164_TF
JX140664	C	ZA	07	DEMC07ZA011
KT183053	C	ZA	08	503_00146_D3
KT183056	C	ZA	08	503_00885_10
KT183083	C	ZA	08	503_01918_H10
KT183125	C	ZA	08	503_03257_D1b
KT183128	C	ZA	08	503_03576_12
KT183135	C	ZA	08	503_04394_C2
KT183153	C	ZA	08	503_05780_4
KT183155	C	ZA	08	503_06150_1
KT183168	C	ZA	08	503_06310_27
KT183172	C	ZA	08	503_06485_10_2
KT183183	C	ZA	08	503_06877_E1
KT183188	C	ZA	08	503_07001_A1
KT183201	C	ZA	08	503_07464_A5
KT183218	C	ZA	08	503_08252_19
KT183243	C	ZA	08	503_09289_T4
KT183245	C	ZA	08	503_10071_D2B
KT183250	C	ZA	08	503_10230_16
KT183258	C	ZA	08	503_11070_A10
KT183274	C	ZA	08	503_11474_32
KT183336	C	ZA	08	503_15405_30
KC156116	C	ZA	08	705010185_CH185mo6
KC156221	C	ZA	08	705010534_CH534w12
JX140666	C	ZA	08	DEMC08ZA011
KT183068	C	ZA	09	503_01244_10
KT183141	C	ZA	09	503_05130_2
KT183289	C	ZA	09	503_13580_04
JX140667	C	ZA	09	DEMC09ZA008
JX140668	C	ZA	09	DEMC09ZA009
JX140669	C	ZA	10	DEMC10ZA001
KP109516	C	ZA	12	DEMC12ZA087
KP109517	C	ZA	12	DEMC12ZA096
KU749415	C	ZA	13	DEMC13ZA146
KU749416	C	ZA	13	DEMC13ZA149
KU749417	C	ZA	13	DEMC13ZA152
JN188292	C	ZA	90	pZAC_R3714
AY118165	C	ZA	97	97ZA003
AY118166	C	ZA	97	97ZA009
AF286227	C	ZA	97	97ZA012
AY158533	C	ZA	98	98ZA445
AY158534	C	ZA	98	98ZA502
AY158535	C	ZA	98	98ZA528
AY043176	C	ZA	98	CTSC2
AY043173	C	ZA	98	DU151
AY162223	C	ZA	98	TV001
AY162224	C	ZA	98	TV002
AY162225	C	ZA	98	TV012
AF411967	C	ZA	99	99ZACM9
EU293446	C	ZA	99	99ZALT21
EU293447	C	ZA	99	99ZALT39
EU293448	C	ZA	99	99ZALT42
EU293449	C	ZA	99	99ZALT45
EU293450	C	ZA	99	99ZALT46
EU293444	C	ZA	99	99ZALT4
EU293445	C	ZA	99	99ZALT5
AY228556	C	ZA	99	99ZATM10
AY043174	C	ZA	99	DU179
KU168308	C	ZA	99	ZA8119636
AF411966	C	ZA	99	ZASW7
AB254141	C	ZM	02	02ZM108
AB254142	C	ZM	02	02ZM110
AB254146	C	ZM	02	02ZM114
AB254148	C	ZM	02	02ZM115
AB254149	C	ZM	02	02ZMBC
AB254153	C	ZM	02	02ZMDB
AB254155	C	ZM	02	02ZMJC
FJ496186	C	ZM	03	ZM246F_flA10
FJ496195	C	ZM	03	ZM247F_flA1
FJ496209	C	ZM	03	ZM249M_flC1
KU749425	C	ZM	07	DEMC07ZM013
KF716466	C	ZM	09	DEMC09ZM004
KU749426	C	ZM	09	DEMC09ZM015
KR820304	C	ZM	09	Z331F_15Apr09_PL_NFLG_SGA22
KR820314	C	ZM	09	Z331M_18Apr09_PL_NFLG_SGA10
KR820324	C	ZM	09	Z3576F_28Mar09_PL_NFLG_SGA1
KR820326	C	ZM	09	Z3576M_18Apr09_PL_NFLG_SGA10
KR820342	C	ZM	09	Z3618F_11Jul09_PL_NFLG_SGA11
KR820376	C	ZM	09	Z3678F_23Sep09_PL_NFLG_SGA19
KR820394	C	ZM	10	Z4248F_11Jun10_PL_NFLG_SGA1
KR820415	C	ZM	10	Z4248M_4Jun10_PL_NFLG_SGA1
KP109494	C	ZM	11	DEMC11ZM003
KP109495	C	ZM	11	DEMC11ZM005
KF716467	C	ZM	11	DEMC11ZM006
KP109496	C	ZM	11	DEMC11ZM008
AB485645	C	ZM	89	ZAM18
AF286224	C	ZM	96	96ZM651
AF286225	C	ZM	96	96ZM751
AY805330	C	ZM	x	HIV1084i
KU168262	C	x	03	LA07SeJe
KU168263	C	x	04	LA08SySa
KJ787684	D	BR	10	10BR_RJ095
KJ787683	D	BR	10	10BR_RJ108
KU168272	D	CD	02	LA18ZiAn
KU168271	D	CD	03	LA17MuBo
K03454	D	CD	83	ELI
M27323	D	CD	83	NDK
U88822	D	CD	84	84ZR085
M22639	D	CD	85	Z2Z6_Z2_CDC_Z34
AY371155	D	CM	01	01CM_0009BBY
AY371156	D	CM	01	01CM_0175BA
AY371157	D	CM	01	01CM_4412HAL
JX140670	D	CM	10	DEMD10CM009
FJ388945	D	CY	06	CY163
AF457090	D	KE	01	NKU3006
KF716476	D	KE	11	DEMD11KE003
AF133821	D	KE	93	MB2059
AY322189	D	KE	97	ML415_2
DQ054367	D	KR	04	04KBH8
AB485648	D	SN	90	SE365
AJ488926	D	TD	99	MN011
AJ488927	D	TD	99	MN012
AY253311	D	TZ	01	A280
JX236668	D	UG	05	p190049
JX236670	D	UG	07	p191647
JX236673	D	UG	07	p191882
JX236679	D	UG	07	pSC191727
JX236672	D	UG	08	p191859
KF716479	D	UG	10	DEMD10UG004
KF716480	D	UG	11	DEMD11UG003
AB485650	D	UG	91	UG270
AJ320484	D	UG	92	92UG001
AY713418	D	UG	93	93UG_065
U88824	D	UG	94	94UG114
AF484502	D	UG	98	98UG57128
AF484505	D	UG	98	98UG57131
AF484506	D	UG	98	98UG57132
AF484511	D	UG	98	98UG57140
AF484514	D	UG	98	98UG57143
AF484513	D	UG	98	98UG57146
AF484516	D	UG	98	99UGJ32228
AF484518	D	UG	99	99UGA03349
AF484477	D	UG	99	99UGA07412
AY304496	D	UG	99	99UGA08483
AF484480	D	UG	99	99UGB21875
AF484481	D	UG	99	99UGB25647
AF484483	D	UG	99	99UGB32394
AF484485	D	UG	99	99UGD23550
AF484486	D	UG	99	99UGD26830
AF484515	D	UG	99	99UGE13613
AF484489	D	UG	99	99UGE23438
AF484519	D	UG	99	99UGF03726
AF484490	D	UG	99	99UGF05734
AF484494	D	UG	99	99UGG10555
AF484495	D	UG	99	99UGG35093
AF484497	D	UG	99	99UGJ27597
AF484498	D	UG	99	99UGK09259
AF484499	D	UG	99	99UGK09958
JQ403079	D	US	07	HIV_US_BID_V3121_2007
AY795903	D	YE	01	01YE386
AY795907	D	YE	02	02YE516
AY773338	D	ZA	84	R2
AY773339	D	ZA	85	R214
AY773340	D	ZA	85	R286
AY773341	D	ZA	86	R482
EF633445	D	ZA	90	R1
FJ900266	F1	AO	06	AO_06_ANG32
FJ900267	F1	AO	06	AO_06_ANG40
FJ900268	F1	AO	06	AO_06_ANG58
DQ189088	F1	AR	02	ARE933
AF077336	F1	BE	93	VI850
FJ771006	F1	BR	02	02BR082
FJ771008	F1	BR	06	06BR564
FJ771009	F1	BR	06	06BR579
FJ771010	F1	BR	07	07BR844
KJ849782	F1	BR	10	10BR_PE107
KJ849791	F1	BR	10	10BR_RJ015
KT427774	F1	BR	10	10BR_RJ055
KU749395	F1	BR	10	DEMF110BR015
KU749396	F1	BR	11	DEMF111BR037
AY173957	F1	BR	89	BZ126
AF005494	F1	BR	93	93BR020_1
JF683771	F1	CY	08	CY222
EU446022	F1	DE	x	MVP_30846
FJ670516	F1	ES	02	ES_X845_4
JX140671	F1	ES	11	DEMF110ES001
KJ883138	F1	ES	11	VA0053_nfl
DQ979023	F1	ES	x	P1146
DQ979025	F1	ES	x	X1093_2
DQ979024	F1	ES	x	X1670
AF075703	F1	FI	93	FIN9363
KU168276	F1	FR	04	LA22LeRe
AJ249238	F1	FR	96	96FR_MP411
KU168274	F1	RO	03	LA20DuCl
AB485658	F1	RO	96	BCI_R07
GQ290462	F1	RU	08	D88_845
KU168275	F1	x	03	LA21LeAn
AY371158	F2	CM	02	02CM_0016BBY
JX140672	F2	CM	10	DEMF210CM001
JX140673	F2	CM	10	DEMF210CM007
KU749420	F2	CM	11	DEMF211CM025
KU749422	F2	CM	11	DEURF11CM026
AJ249236	F2	CM	95	95CM_MP255
AJ249237	F2	CM	95	95CM_MP257
AF377956	F2	CM	97	CM53657
AF084936	G	BE	96	DRCBL
KU168277	G	CD	03	LA23LiEd
AY371121	G	CM	01	01CM_4049HAN
FJ389367	G	CM	01	A1786
KU168302	G	CM	03	CM44_10
FJ389363	G	CM	04	178_15
FJ389364	G	CM	04	314_40
FJ389365	G	CM	04	515_28
FJ389366	G	CM	04	944_5
KP718915	G	CM	06	740_14
KP718923	G	CM	07	920_49
KR017776	G	CM	07	BS48
KP718925	G	CM	08	789_10
JX140676	G	CM	10	DEMG10CM008
KP109502	G	CM	10	DEURF10CM020
AY772535	G	CM	96	96CMABB55
HM067749	G	CN	06	sh52
JN106043	G	CN	08	GX_2084_08
AY586547	G	CU	99	Cu74
AY586548	G	CU	99	Cu85
AY586549	G	CU	99	Cu87
EU786670	G	ES	05	P962
FJ670530	G	ES	08	P1981_2
GU362882	G	ES	09	X2634_2
KT276261	G	ES	14	ARP1201
KU685592	G	ES	14	EUR_0033
AF450098	G	ES	99	X138
AB287004	G	GH	03	03GH175G
KU168300	G	GW	08	LA57LmNe
KT022379	G	KE	06	06KE275457V6
KF716477	G	KE	09	DEMG09KE001
AF061641	G	KE	93	HH8793_12_1
DQ168576	G	NG	01	01NGPL0669
DQ168575	G	NG	01	01NGPL0674
DQ168579	G	NG	01	01NGPL0760
DQ168573	G	NG	01	PL0567
JN248582	G	NG	08	08NG_SC13
KX389636	G	NG	09	09NG010079
KX389635	G	NG	09	09NG010105
KX389631	G	NG	09	09NG010157
KX389628	G	NG	09	09NG010205
KX389626	G	NG	09	09NG010261
KX389625	G	NG	09	09NG010315
JN248584	G	NG	09	09NG_SC21
JN248586	G	NG	09	09NG_SC26
JN248591	G	NG	09	09NG_SC31
JN248593	G	NG	09	09NG_SC62
KX389620	G	NG	10	10NG020133
KX389619	G	NG	10	10NG020134
KX389618	G	NG	10	10NG020303
KX389615	G	NG	10	10NG020420
KX389641	G	NG	11	11NG050158
KX389642	G	NG	11	11NG050272
KX389645	G	NG	11	11NG050489
KX389646	G	NG	12	12NG060248
KX389648	G	NG	12	12NG060409
U88826	G	NG	92	92NG083_JV10832
AY612637	G	PT	x	PT2695
FR846408	G	PT	x	PT3037
FR846409	G	PT	x	PT3306
FR846410	G	PT	x	PT988
AF061642	G	SE	93	SE6165_G6165
KJ948662	G	ZA	01	TV546
KU168278	G	x	03	LA24HoCe
AF190127	H	BE	93	VI991
AF190128	H	BE	93	VI997
KU168273	H	CD	04	LA19KoSa
KU168279	H	CF	02	LA25LeMi
AF005496	H	CF	90	56
FJ711703	H	GB	00	00GBAC4001
KU168280	J	CD	03	LA26DiAn
EF614151	J	CD	97	J_97DC_KTB147
GU237072	J	CM	04	04CMU11421
AF082394	J	SE	93	SE9280_7887
AJ249235	K	CD	97	97ZR_EQTB11
AJ249239	K	CM	96	96CM_MP535
HM215251	U	CA	01	TV749
HM215249	U	CA	99	TV721
AF286236	U	CD	83	83CD003_Z3
AF457101	U	CD	90	90CD121E12
KP718920	U	CM	07	469_66
KP718929	U	CM	08	1252_11
FJ388921	U	CY	05	CY090
JF683772	U	CY	08	CY223
JX140679	U	ES	10	DEURF10DZ001
AY046058	U	GR	99	99GR303
EF029066	U	NL	95	U_NL_95_H10986_D1
GQ477441	01_AE	AF	07	569M
AF197340	01_AE	CF	90	90CF11697
AF197341	01_AE	CF	90	90CF4071
U51188	01_AE	CF	90	90CR402_CAR_E_4002
KP718930	01_AE	CM	11	1156_26
JX112860	01_AE	CN	02	YN0203
JX112861	01_AE	CN	02	YN0221
JX112863	01_AE	CN	02	YN0229
JX112866	01_AE	CN	02	YN0236
GU564221	01_AE	CN	05	05GX001
GU564222	01_AE	CN	05	05GX002
GU564224	01_AE	CN	05	05GX013
GQ845124	01_AE	CN	05	05GX034
GQ845125	01_AE	CN	05	05GX079
GQ845126	01_AE	CN	05	05GX128
GU564227	01_AE	CN	05	05GX142
GU564229	01_AE	CN	05	05GX162
DQ859178	01_AE	CN	05	FJ051
DQ859179	01_AE	CN	05	FJ053
EF036528	01_AE	CN	05	Fj052
EF036527	01_AE	CN	05	Fj055
EF036529	01_AE	CN	05	Fj056
EF036530	01_AE	CN	05	Fj057
EF036534	01_AE	CN	05	Fj065
EF036535	01_AE	CN	05	Fj066
GU564230	01_AE	CN	06	06GX239
DQ859180	01_AE	CN	06	FJ054
EF036531	01_AE	CN	06	Fj062
EF036532	01_AE	CN	06	Fj063
EF036533	01_AE	CN	06	Fj064
KF835499	01_AE	CN	07	07CNYN312
KF835502	01_AE	CN	07	07CNYN315
KF835503	01_AE	CN	07	07CNYN316
KF835504	01_AE	CN	07	07CNYN317
KF835505	01_AE	CN	07	07CNYN318
KF835513	01_AE	CN	07	07CNYN326
KF835514	01_AE	CN	07	07CNYN327
KF835516	01_AE	CN	07	07CNYN329
KF835518	01_AE	CN	07	07CNYN332
KF835519	01_AE	CN	07	07CNYN333
KF835523	01_AE	CN	07	07CNYN337
KF835527	01_AE	CN	07	07CNYN342
KF835528	01_AE	CN	07	07CNYN343
KF835533	01_AE	CN	07	07CNYN354
KF835536	01_AE	CN	07	07CNYN357
KF835538	01_AE	CN	07	07CNYN359
KF835542	01_AE	CN	07	07CNYN364
KF835543	01_AE	CN	07	07CNYN366
FJ441290	01_AE	CN	07	07JSWX045
JX112809	01_AE	CN	07	FJ070010
JX112810	01_AE	CN	07	FJ070013
JX112811	01_AE	CN	07	FJ070017
JX112813	01_AE	CN	07	FJ070033
JX112814	01_AE	CN	07	FJ070035
JX112817	01_AE	CN	07	FJ070040
JX112818	01_AE	CN	07	FJ070043
JX112819	01_AE	CN	07	GD070010
JX112820	01_AE	CN	07	GD070058
JX112821	01_AE	CN	07	GD070059
JX112823	01_AE	CN	07	GD070090
JX112824	01_AE	CN	07	GD070092
JX112825	01_AE	CN	07	GD070096
JX112826	01_AE	CN	07	GD070118
JX112827	01_AE	CN	07	GD070120
JX112829	01_AE	CN	07	GX070003
JX112830	01_AE	CN	07	GX070005
JX112831	01_AE	CN	07	GX070006
JX112832	01_AE	CN	07	GX070043
JX112833	01_AE	CN	07	GX070044
JX112834	01_AE	CN	07	GX070076
JX112835	01_AE	CN	07	GX070143
JX112836	01_AE	CN	07	GX070145
JX112837	01_AE	CN	07	GX070149
JX112838	01_AE	CN	07	GX070154
JX112839	01_AE	CN	07	GX070167
JX112840	01_AE	CN	07	GZ070004
JX112843	01_AE	CN	07	GZ070123
JX112844	01_AE	CN	07	GZ070126
JX112845	01_AE	CN	07	GZ070127
JX112850	01_AE	CN	07	JS070901
JX112851	01_AE	CN	07	JS071001
JX112853	01_AE	CN	07	JS071101
JX112854	01_AE	CN	07	LN070008
JX112856	01_AE	CN	07	LN070013
JX960612	01_AE	CN	08	08LNA002
JX960606	01_AE	CN	08	08LNA003
JX960617	01_AE	CN	08	08LNA004
JX960630	01_AE	CN	09	09LNA005
JX960627	01_AE	CN	09	09LNA007
JX960623	01_AE	CN	09	09LNA013
JX960634	01_AE	CN	09	09LNA025
JX960615	01_AE	CN	09	09LNA040
JX960631	01_AE	CN	09	09LNA136
JX960607	01_AE	CN	09	09LNA340
JX960628	01_AE	CN	09	09LNA353
JX960603	01_AE	CN	09	09LNA379
JX960629	01_AE	CN	09	10LNA016
JX960626	01_AE	CN	09	10LNA105
HQ215555	01_AE	CN	09	1109
HQ215553	01_AE	CN	09	1119
JX112867	01_AE	CN	09	YN09P0011
JX112868	01_AE	CN	09	YN09P0015
JX112870	01_AE	CN	09	ZK056
JX960633	01_AE	CN	10	10LNA057
JX960608	01_AE	CN	10	10LNA103
JX960609	01_AE	CN	10	10LNA124
JX960611	01_AE	CN	10	10LNA571
JX960616	01_AE	CN	10	10LNA821
JX960632	01_AE	CN	10	10LNA976
JX112796	01_AE	CN	10	CYM059
JX112797	01_AE	CN	10	CYM075
JX112798	01_AE	CN	10	CYM105
JX112799	01_AE	CN	10	CYM124
