sequenceID	accession_version	collection_month	collection_month_day	collection_year	country	country_iso	isolate_id	lab_construct	length	place_sampled	primary_accession	pubmed_id	source.name	subtype	create_date	update_date	format
JX976712	JX976712.1	-	-	2004	South Africa	ZAF	C.CAP45.w05.21dps.2_00_T12	-	9080	-	JX976712	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
JX976713	JX976713.1	-	-	2004	South Africa	ZAF	C.CAP45.w05.21dps.2_00_T14	-	9076	-	JX976713	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
JX976714	JX976714.1	-	-	2004	South Africa	ZAF	C.CAP45.w05.21dps.2_00_T29	-	7913	-	JX976714	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
JX976715	JX976715.1	-	-	2004	South Africa	ZAF	C.CAP45.w05.21dps.2_00_T5	-	9078	-	JX976715	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
JX976716	JX976716.1	-	-	2004	South Africa	ZAF	C.CAP45.w05.21dps.2_00_T9	-	9068	-	JX976716	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
JX976717	JX976717.1	-	-	2004	South Africa	ZAF	C.CAP45.w12.70dps.2_05_F1	-	9076	-	JX976717	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
JX976718	JX976718.1	-	-	2004	South Africa	ZAF	C.CAP45.w12.70dps.2_05_T11	-	9068	-	JX976718	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
JX976719	JX976719.1	-	-	2004	South Africa	ZAF	C.CAP45.w12.70dps.2_05_T13b	-	9059	-	JX976719	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
JX976720	JX976720.1	-	-	2004	South Africa	ZAF	C.CAP45.w12.70dps.2_05_T18	-	9059	-	JX976720	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
JX976721	JX976721.1	-	-	2004	South Africa	ZAF	C.CAP45.w16.98dps.2_07_T33	-	7208	-	JX976721	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
JX976729	JX976729.1	-	-	2006	South Africa	ZAF	C.CAP45.w65.455dps.4_17_T14	-	9068	-	JX976729	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
JX976730	JX976730.1	-	-	2006	South Africa	ZAF	C.CAP45.w65.455dps.4_17_T14B	-	9036	-	JX976730	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
JX976731	JX976731.1	-	-	2006	South Africa	ZAF	C.CAP45.w65.455dps.4_17_T47	-	7905	-	JX976731	23221345	ncbi-curated	-	16-Jan-2013	16-Jan-2013	GENBANK_XML
K02007	K02007.1	-	-	-	-	-	-	-	9737	-	K02007	2578227	ncbi-curated	-	02-Aug-1993	25-Jul-2016	GENBANK_XML
K02012	K02012.1	-	-	-	-	-	-	-	5362	-	K02012	2578615	ncbi-curated	-	02-Aug-1993	10-Oct-1991	GENBANK_XML
K02013	K02013.1	-	-	-	-	-	-	-	9229	-	K02013	2981635	ncbi-curated	-	02-Aug-1993	09-Sep-1992	GENBANK_XML
K02083	K02083.1	-	-	-	-	-	-	-	9770	-	K02083	2982104	ncbi-curated	-	02-Aug-1993	26-Jul-2016	GENBANK_XML
K03454	K03454.1	-	-	-	-	-	ELI	-	9176	-	K03454	2424612	ncbi-curated	-	02-Aug-1993	27-Feb-2002	GENBANK_XML
K03455	K03455.1	-	-	-	-	-	HXB2	-	9719	-	K03455	2578615	ncbi-curated	-	02-Aug-1993	21-Oct-2002	GENBANK_XML
K03458	K03458.1	-	-	-	-	-	-	-	5159	-	K03458	3036660	ncbi-curated	-	02-Aug-1993	15-Jun-1989	GENBANK_XML
KC112998	KC112998.1	-	-	2011	Spain	ESP	P2418_2	-	6090	-	KC112998	-	ncbi-curated	-	24-Oct-2013	24-Oct-2013	GENBANK_XML
KC113000	KC113000.1	-	-	2009	Spain	ESP	P2420_3	-	5883	-	KC113000	-	ncbi-curated	-	24-Oct-2013	24-Oct-2013	GENBANK_XML
KC113002	KC113002.1	-	-	2010	Spain	ESP	P2468_2	-	8259	-	KC113002	-	ncbi-curated	-	24-Oct-2013	24-Oct-2013	GENBANK_XML
KC113004	KC113004.1	-	-	2010	Spain	ESP	P2593_2	-	7334	-	KC113004	-	ncbi-curated	-	24-Oct-2013	24-Oct-2013	GENBANK_XML
KC113005	KC113005.1	-	-	2010	Spain	ESP	P2606_2	-	8932	-	KC113005	-	ncbi-curated	-	24-Oct-2013	24-Oct-2013	GENBANK_XML
KC113006	KC113006.1	-	-	2009	Spain	ESP	X2632_4	-	8905	-	KC113006	-	ncbi-curated	-	24-Oct-2013	24-Oct-2013	GENBANK_XML
KC113007	KC113007.1	-	-	2009	Spain	ESP	X2733_2	-	8811	-	KC113007	-	ncbi-curated	-	24-Oct-2013	24-Oct-2013	GENBANK_XML
KC113008	KC113008.1	-	-	2009	Spain	ESP	X2759_2	-	8731	-	KC113008	-	ncbi-curated	-	24-Oct-2013	24-Oct-2013	GENBANK_XML
KC113009	KC113009.1	-	-	2010	Spain	ESP	X2874_2	-	8915	-	KC113009	-	ncbi-curated	-	24-Oct-2013	24-Oct-2013	GENBANK_XML
KC113010	KC113010.1	-	-	2010	Spain	ESP	X2985_2	-	5765	-	KC113010	-	ncbi-curated	-	24-Oct-2013	24-Oct-2013	GENBANK_XML
KC156114	KC156114.1	MAR	8	2007	Malawi	MWI	CH131_TF	-	9688	-	KC156114	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156115	KC156115.1	DEC	18	2007	South Africa	ZAF	CH162.mo6	-	9789	-	KC156115	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156116	KC156116.1	JAN	9	2008	South Africa	ZAF	CH185.mo6	-	9752	-	KC156116	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156117	KC156117.1	MAY	11	2007	Malawi	MWI	CH200_TFa	-	9732	-	KC156117	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156118	KC156118.1	MAY	11	2007	Malawi	MWI	CH200_TFb	-	9726	-	KC156118	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156119	KC156119.1	MAY	11	2007	Malawi	MWI	CH200_TFc	-	9738	-	KC156119	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156120	KC156120.1	JUN	1	2007	Malawi	MWI	CH228_TFa	-	9731	-	KC156120	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156121	KC156121.1	JUN	1	2007	Malawi	MWI	CH228_TFb	-	9713	-	KC156121	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156122	KC156122.1	AUG	16	2007	Malawi	MWI	CH256_TF	-	9693	-	KC156122	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156123	KC156123.1	JAN	29	2007	South Africa	ZAF	CH042_TF	-	9716	-	KC156123	27434311	ncbi-curated	-	18-Feb-2013	22-Jul-2016	GENBANK_XML
KC156124	KC156124.1	JUL	20	2007	South Africa	ZAF	CH042.mo6	-	9716	-	KC156124	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156125	KC156125.1	JAN	10	2007	South Africa	ZAF	CH067_TF	-	9663	-	KC156125	27434311	ncbi-curated	-	18-Feb-2013	22-Jul-2016	GENBANK_XML
KC156126	KC156126.1	JUN	22	2007	South Africa	ZAF	CH162_TF	-	9789	-	KC156126	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156127	KC156127.1	AUG	16	2007	South Africa	ZAF	CH164_TF	-	9732	-	KC156127	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156128	KC156128.1	FEB	1	2008	South Africa	ZAF	CH164.mo6	-	9732	-	KC156128	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156129	KC156129.1	JUL	13	2007	South Africa	ZAF	CH185_TF	-	9752	-	KC156129	27434311	ncbi-curated	-	18-Feb-2013	22-Jul-2016	GENBANK_XML
KC156130	KC156130.1	JUL	13	2007	South Africa	ZAF	CH198_TF	-	9698	-	KC156130	27434311	ncbi-curated	-	18-Feb-2013	22-Jul-2016	GENBANK_XML
KC156179	KC156179.1	MAY	29	2009	India	IND	2139.gp1	-	5357	-	KC156179	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156180	KC156180.1	MAY	29	2009	India	IND	2139.gp10	-	5357	-	KC156180	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156181	KC156181.1	MAY	29	2009	India	IND	2139.gp11	-	5358	-	KC156181	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156182	KC156182.1	MAY	29	2009	India	IND	2139.gp12	-	5357	-	KC156182	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156183	KC156183.1	MAY	29	2009	India	IND	2139.gp13	-	5357	-	KC156183	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156184	KC156184.1	MAY	29	2009	India	IND	2139.gp14	-	5358	-	KC156184	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156185	KC156185.1	MAY	29	2009	India	IND	2139.gp15	-	5357	-	KC156185	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156186	KC156186.1	MAY	29	2009	India	IND	2139.gp16	-	5358	-	KC156186	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156187	KC156187.1	MAY	29	2009	India	IND	2139.gp17	-	5358	-	KC156187	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156188	KC156188.1	MAY	29	2009	India	IND	2139.gp18	-	5358	-	KC156188	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156189	KC156189.1	MAY	29	2009	India	IND	2139.gp19	-	5351	-	KC156189	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156190	KC156190.1	MAY	29	2009	India	IND	2139.gp2	-	5357	-	KC156190	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156191	KC156191.1	MAY	29	2009	India	IND	2139.gp21	-	5358	-	KC156191	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156192	KC156192.1	MAY	29	2009	India	IND	2139.gp22	-	5358	-	KC156192	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156193	KC156193.1	MAY	29	2009	India	IND	2139.gp23	-	5357	-	KC156193	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156194	KC156194.1	MAY	29	2009	India	IND	2139.gp25	-	5357	-	KC156194	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156195	KC156195.1	MAY	29	2009	India	IND	2139.gp26	-	5358	-	KC156195	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156196	KC156196.1	MAY	29	2009	India	IND	2139.gp27	-	5358	-	KC156196	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156197	KC156197.1	MAY	29	2009	India	IND	2139.gp29	-	5357	-	KC156197	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156198	KC156198.1	MAY	29	2009	India	IND	2139.gp3	-	5357	-	KC156198	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156199	KC156199.1	MAY	29	2009	India	IND	2139.gp30	-	5358	-	KC156199	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156200	KC156200.1	MAY	29	2009	India	IND	2139.gp31	-	5358	-	KC156200	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156201	KC156201.1	MAY	29	2009	India	IND	2139.gp32	-	5358	-	KC156201	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156202	KC156202.1	MAY	29	2009	India	IND	2139.gp33	-	5357	-	KC156202	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156203	KC156203.1	MAY	29	2009	India	IND	2139.gp4	-	5358	-	KC156203	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156204	KC156204.1	MAY	29	2009	India	IND	2139.gp46	-	5358	-	KC156204	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156205	KC156205.1	MAY	29	2009	India	IND	2139.gp5	-	5358	-	KC156205	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156206	KC156206.1	MAY	29	2009	India	IND	2139.gp6	-	5357	-	KC156206	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156207	KC156207.1	MAY	29	2009	India	IND	2139.gp7	-	5357	-	KC156207	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156208	KC156208.1	MAY	29	2009	India	IND	2139.gp8	-	5357	-	KC156208	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156209	KC156209.1	MAY	29	2009	India	IND	2139.gp9	-	5357	-	KC156209	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156210	KC156210.1	MAY	29	2009	India	IND	2139	-	9778	-	KC156210	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156211	KC156211.1	MAR	1	2007	Malawi	MWI	CH085.w4a	-	9739	-	KC156211	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156212	KC156212.1	NOV	13	2007	Malawi	MWI	CH141.w12	-	9770	-	KC156212	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156213	KC156213.1	MAY	24	2007	Malawi	MWI	CH167.w8	-	9770	-	KC156213	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156214	KC156214.1	JUN	30	2009	Malawi	MWI	CH256.w96	-	9705	-	KC156214	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156215	KC156215.1	APR	9	2008	Malawi	MWI	CH269.w24	-	9728	-	KC156215	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156216	KC156216.1	APR	1	2008	Malawi	MWI	CH293.w8a	-	9785	-	KC156216	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156217	KC156217.1	APR	1	2008	Malawi	MWI	CH293.w8b	-	9775	-	KC156217	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156218	KC156218.1	MAY	7	2008	Malawi	MWI	CH432.w4	-	9804	-	KC156218	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156219	KC156219.1	MAY	12	2008	Malawi	MWI	CH440.w4	-	9703	-	KC156219	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156220	KC156220.1	JUN	10	2008	Tanzania	TZA	CH457.w8	-	9693	-	KC156220	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156221	KC156221.1	AUG	26	2008	South Africa	ZAF	CH534.w12	-	9733	-	KC156221	-	ncbi-curated	-	18-Feb-2013	18-Feb-2013	GENBANK_XML
KC156252	KC156252.1	APR	9	2008	Malawi	MWI	CH269.w24.gp1	-	5361	-	KC156252	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156253	KC156253.1	APR	9	2008	Malawi	MWI	CH269.w24.gp11	-	5361	-	KC156253	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156254	KC156254.1	APR	9	2008	Malawi	MWI	CH269.w24.gp12	-	5361	-	KC156254	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156255	KC156255.1	APR	9	2008	Malawi	MWI	CH269.w24.gp13	-	5361	-	KC156255	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156256	KC156256.1	APR	9	2008	Malawi	MWI	CH269.w24.gp14	-	5361	-	KC156256	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156257	KC156257.1	APR	9	2008	Malawi	MWI	CH269.w24.gp15	-	5361	-	KC156257	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156258	KC156258.1	APR	9	2008	Malawi	MWI	CH269.w24.gp16	-	5361	-	KC156258	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156259	KC156259.1	APR	9	2008	Malawi	MWI	CH269.w24.gp17	-	5360	-	KC156259	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156260	KC156260.1	APR	9	2008	Malawi	MWI	CH269.w24.gp18	-	5361	-	KC156260	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156261	KC156261.1	APR	9	2008	Malawi	MWI	CH269.w24.gp2	-	5361	-	KC156261	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156262	KC156262.1	APR	9	2008	Malawi	MWI	CH269.w24.gp3	-	5361	-	KC156262	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156263	KC156263.1	APR	9	2008	Malawi	MWI	CH269.w24.gp4	-	5361	-	KC156263	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156264	KC156264.1	APR	9	2008	Malawi	MWI	CH269.w24.gp5	-	5361	-	KC156264	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156265	KC156265.1	APR	9	2008	Malawi	MWI	CH269.w24.gp6	-	5361	-	KC156265	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156266	KC156266.1	APR	9	2008	Malawi	MWI	CH269.w24.gp7	-	5362	-	KC156266	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156267	KC156267.1	APR	9	2008	Malawi	MWI	CH269.w24.gp8	-	5361	-	KC156267	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156268	KC156268.1	APR	9	2008	Malawi	MWI	CH269.w24.gp9	-	5361	-	KC156268	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156297	KC156297.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp14	-	6033	-	KC156297	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156298	KC156298.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp15	-	6027	-	KC156298	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156299	KC156299.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp2	-	6027	-	KC156299	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156300	KC156300.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp25	-	6027	-	KC156300	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156301	KC156301.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp26	-	6027	-	KC156301	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156302	KC156302.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp27	-	6027	-	KC156302	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156303	KC156303.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp3	-	6028	-	KC156303	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156304	KC156304.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp30	-	6028	-	KC156304	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156305	KC156305.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp35	-	6028	-	KC156305	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156306	KC156306.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp39	-	6034	-	KC156306	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156307	KC156307.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp4	-	6027	-	KC156307	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156308	KC156308.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp46	-	6027	-	KC156308	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156309	KC156309.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp47	-	6034	-	KC156309	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156310	KC156310.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp5	-	6027	-	KC156310	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156311	KC156311.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp50	-	6009	-	KC156311	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156312	KC156312.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp52	-	6034	-	KC156312	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156313	KC156313.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp55	-	6035	-	KC156313	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156314	KC156314.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp56	-	6027	-	KC156314	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156315	KC156315.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp57	-	6026	-	KC156315	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156316	KC156316.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp58	-	6029	-	KC156316	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156317	KC156317.1	MAY	12	2008	Malawi	MWI	CH440.w4.gp6	-	6027	-	KC156317	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156344	KC156344.1	APR	1	2008	Malawi	MWI	CH293.w8.gp21	-	5360	-	KC156344	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156345	KC156345.1	APR	1	2008	Malawi	MWI	CH293.w8.gp22	-	5360	-	KC156345	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156346	KC156346.1	APR	1	2008	Malawi	MWI	CH293.w8.gp23	-	5360	-	KC156346	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156347	KC156347.1	APR	1	2008	Malawi	MWI	CH293.w8.gp25	-	5354	-	KC156347	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156348	KC156348.1	APR	1	2008	Malawi	MWI	CH293.w8.gp26	-	5345	-	KC156348	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156349	KC156349.1	APR	1	2008	Malawi	MWI	CH293.w8.gp27	-	5347	-	KC156349	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156350	KC156350.1	APR	1	2008	Malawi	MWI	CH293.w8.gp29	-	5359	-	KC156350	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156351	KC156351.1	APR	1	2008	Malawi	MWI	CH293.w8.gp30	-	5359	-	KC156351	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156352	KC156352.1	APR	1	2008	Malawi	MWI	CH293.w8.gp31	-	5359	-	KC156352	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156353	KC156353.1	APR	1	2008	Malawi	MWI	CH293.w8.gp35	-	5360	-	KC156353	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156354	KC156354.1	APR	1	2008	Malawi	MWI	CH293.w8.gp37	-	5345	-	KC156354	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156355	KC156355.1	APR	1	2008	Malawi	MWI	CH293.w8.gp38	-	5360	-	KC156355	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156356	KC156356.1	APR	1	2008	Malawi	MWI	CH293.w8.gp39	-	5359	-	KC156356	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156357	KC156357.1	APR	1	2008	Malawi	MWI	CH293.w8.gp41	-	5348	-	KC156357	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156358	KC156358.1	APR	1	2008	Malawi	MWI	CH293.w8.gp42	-	5361	-	KC156358	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156359	KC156359.1	APR	1	2008	Malawi	MWI	CH293.w8.gp43	-	5361	-	KC156359	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156360	KC156360.1	APR	1	2008	Malawi	MWI	CH293.w8.gp44	-	5360	-	KC156360	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156361	KC156361.1	APR	1	2008	Malawi	MWI	CH293.w8.gp47	-	5358	-	KC156361	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156362	KC156362.1	APR	1	2008	Malawi	MWI	CH293.w8.gp48	-	5347	-	KC156362	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156363	KC156363.1	APR	1	2008	Malawi	MWI	CH293.w8.gp49	-	5347	-	KC156363	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156364	KC156364.1	APR	1	2008	Malawi	MWI	CH293.w8.gp50	-	5359	-	KC156364	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156365	KC156365.1	APR	1	2008	Malawi	MWI	CH293.w8.gp51	-	5346	-	KC156365	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156366	KC156366.1	APR	1	2008	Malawi	MWI	CH293.w8.gp53	-	5360	-	KC156366	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156367	KC156367.1	APR	1	2008	Malawi	MWI	CH293.w8.gp55	-	5359	-	KC156367	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156368	KC156368.1	APR	1	2008	Malawi	MWI	CH293.w8.gp56	-	5360	-	KC156368	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
KC156369	KC156369.1	APR	1	2008	Malawi	MWI	CH293.w8.gp57	-	5356	-	KC156369	23542380	ncbi-curated	-	18-Feb-2013	25-Apr-2013	GENBANK_XML
