"sequence_id","isolate_id","collection_year"
"KC312575","MCST4474",2007
"KC312576","MCST4474",2007
"KC312577","MCST4474",2007
"KC312578","MCST4474",2007
"KC312579","MCST4474",2007
"KC312580","MCST4474",2007
"KC312581","MCST4474",2007
"KC312582","MCST4474",2007
"KC312583","MCST4474",2007
"KC312584","MCST4474",2007
"KC312585","MCST4474",2007
"KC312586","MCST4474",2007
"KC312587","MCST4474",2007
"KC312588","MCST4474",2007
"KC312589","MCST4474",2007
"KC312590","MCST4474",2007
"KC312591","MCST4474",2007
"KC312592","MCST4474",2007
"KC312593","MCST4474",2007
"KC312594","MCST4474",2007
"KC312595","MCST4474",2007
"KC312596","MCST4474",2007
"KC312597","MCST4474",2007
"KC312598","MCST4474",2007
"KC312599","MCST4474",2007
"KC312600","MCST4474",2007
"KC312467","RHGA1581",2003
"KC312468","RHGA1581",2003
"KC312469","RHGA1581",2003
"KC312470","RHGA1581",2003
"KC312471","RHGA1581",2003
"KC312472","RHGA1581",2003
"KC312473","RHGA1581",2003
"KC312474","RHGA1581",2003
"KC312475","RHGA1581",2003
"KC312476","RHGA1581",2003
"KC312477","RHGA1581",2003
"KC312478","RHGA1581",2003
"KC312479","RHGA1581",2003
"KC312480","RHGA1581",2003
"KC312481","RHGA1581",2003
"KC312482","RHGA1581",2003
"KC312483","RHGA1581",2003
"KC312484","RHGA1581",2003
"KC312485","RHGA1581",2003
"KC312486","RHGA1581",2003
"KC312487","RHGA1581",2003
"KC312488","RHGA1581",2003
"KC312489","RHGA1581",2003
"KC312490","RHGA1581",2003
"KC312491","RHGA1581",2003
"KC312492","RHGA1581",2003
"KC312493","RHGA1581",2003
"KC312494","RHGA1581",2003
"KC312495","RHGA1581",2003
"KC312496","RHGA1581",2003
"KC312497","RHGA1581",2003
"KC312498","RHGA1581",2003
"KC312499","RHGA1581",2003
"KC312500","RHGA1581",2003
"KC312501","RHGA1581",2003
"KC312502","RHGA1581",2003
"KC312503","RHGA1581",2003
"KC312504","RHGA1581",2003
"KC312505","RHGA1581",2003
"KC312506","RHGA1581",2003
"KC312507","RHGA1581",2003
"KC312508","RHGA1581",2003
"KC312509","RHGA1581",2003
"KC312510","RHGA1581",2003
"KC312511","RHGA1581",2003
"KC312512","RHGA1581",2003
"KC312513","RHGA1581",2003
"KC312514","RHGA1581",2003
"KC312515","RHGA1581",2003
"KC312516","RHGA1581",2003
"KC312517","RHGA1581",2003
"KC312518","RHGA1581",2003
"KC312519","RHGA1581",2003
"KC312520","RHGA1581",2003
"KC312521","RHGA1581",2003
"KC312522","RHGA1581",2003
"KC312523","RHGA1581",2003
"KC312524","RHGA1581",2003
"KC312525","RHGA1581",2003
"KC312526","RHGA1581",2003
"KC312527","RHGA1581",2003
"KC312528","RHGA1581",2003
"KC312529","RHGA1581",2003
"KC312530","RHGA1581",2003
"KC312531","RHGA1581",2003
"KC312532","RHGA1581",2003
"KC312533","RHGA1581",2003
"KC312534","RHGA1581",2003
"KC312535","RHGA1581",2003
"KC312536","RHGA1581",2003
"KC312537","RHGA1581",2003
"KC312538","RHGA1581",2003
"KC312539","RHGA1581",2003
"KC312399","STCO5453",2005
"KC312400","STCO5453",2005
"KC312401","STCO5453",2005
"KC312402","STCO5453",2005
"KC312403","STCO5453",2005
"KC312404","STCO5453",2005
"KC312405","STCO5453",2005
"KC312406","STCO5453",2005
"KC312407","STCO5453",2005
"KC312408","STCO5453",2005
"KC312409","STCO5453",2005
"KC312410","STCO5453",2005
"KC312411","STCO5453",2005
"KC312412","STCO5453",2005
"KC312413","STCO5453",2005
"KC312414","STCO5453",2005
"KC312415","STCO5453",2005
"KC312416","STCO5453",2005
"KC312417","STCO5453",2005
"KC312418","STCO5453",2005
"KC312419","STCO5453",2005
"KC312420","STCO5453",2005
"KC312421","STCO5453",2005
"KC312422","STCO5453",2005
"KC312423","STCO5453",2005
"KC312424","STCO5453",2005
"KC312425","STCO5453",2005
"KC312426","STCO5453",2005
"KC312427","STCO5453",2005
"KC312428","STCO5453",2005
"KC312429","STCO5453",2005
"KC312430","STCO5453",2005
"KC312431","STCO5453",2005
"KC312432","STCO5453",2005
"KC312433","STCO5453",2005
"KC312434","STCO5453",2005
"KC312435","STCO5453",2005
"KC312436","STCO5453",2005
"KC312437","STCO5453",2005
"KC312438","STCO5453",2005
"KC312439","STCO5453",2005
"KC312440","STCO5453",2005
"KC312441","STCO5453",2005
"KC312442","STCO5453",2005
"KC312443","STCO5453",2005
"KC312444","STCO5453",2005
"KC312445","STCO5453",2005
"KC312446","STCO5453",2005
"KC312447","STCO5453",2005
"KC312448","STCO5453",2005
"KC312449","STCO5453",2005
"KC312450","STCO5453",2005
"KC312451","STCO5453",2005
"KC312452","STCO5453",2005
"KC312453","STCO5453",2005
"KC312454","STCO5453",2005
"KC312455","STCO5453",2005
"KC312456","STCO5453",2005
"KC312457","STCO5453",2005
"KC312458","STCO5453",2005
"KC312459","STCO5453",2005
"KC312460","STCO5453",2005
"KC312461","STCO5453",2005
"KC312462","STCO5453",2005
"KC312463","STCO5453",2005
"KC312464","STCO5453",2005
"KC312465","STCO5453",2005
"KC312466","STCO5453",2005
"FJ496145","SUMA_flC5",1991
"FJ496146","SUMA_flC7",1991
"FJ496147","SUMA_flD10",1991
"FJ496148","SUMA_flD3",1991
"FJ496149","SUMA_flE5",1991
"FJ496150","SUMA_flE7",1991
"FJ496151","TRJO_flA1",2001
"FJ496152","TRJO_flA2",2001
"FJ496153","TRJO_flA9",2001
"FJ496154","TRJO_flB1",2001
"FJ496155","TRJO_flC6",2001
"FJ496156","TRJO_flC9",2001
"FJ496157","TRJO_flD3",2001
"KC312330","WARO5662",2007
"KC312331","WARO5662",2007
"KC312332","WARO5662",2007
"KC312333","WARO5662",2007
"KC312334","WARO5662",2007
"KC312335","WARO5662",2007
"KC312336","WARO5662",2007
"KC312337","WARO5662",2007
"KC312338","WARO5662",2007
"KC312339","WARO5662",2007
"KC312340","WARO5662",2007
"KC312341","WARO5662",2007
"KC312342","WARO5662",2007
"KC312343","WARO5662",2007
"KC312344","WARO5662",2007
"KC312345","WARO5662",2007
"KC312346","WARO5662",2007
"KC312347","WARO5662",2007
"KC312348","WARO5662",2007
"KC312349","WARO5662",2007
"KC312350","WARO5662",2007
"KC312351","WARO5662",2007
"KC312352","WARO5662",2007
"KC312353","WARO5662",2007
"KC312354","WARO5662",2007
"KC312355","WARO5662",2007
"KC312356","WARO5662",2007
"KC312357","WARO5662",2007
"KC312358","WARO5662",2007
"KC312359","WARO5662",2007
"KC312360","WARO5662",2007
"KC312361","WARO5662",2007
"KC312362","WARO5662",2007
"KC312363","WARO5662",2007
"KC312364","WARO5662",2007
"KC312365","WARO5662",2007
"KC312366","WARO5662",2007
"KC312367","WARO5662",2007
"KC312368","WARO5662",2007
"KC312369","WARO5662",2007
"KC312370","WARO5662",2007
"KC312371","WARO5662",2007
"KC312372","WARO5662",2007
"KC312373","WARO5662",2007
"KC312374","WARO5662",2007
"KC312375","WARO5662",2007
"KC312376","WARO5662",2007
"KC312377","WARO5662",2007
"KC312378","WARO5662",2007
"KC312379","WARO5662",2007
"KC312380","WARO5662",2007
"KC312381","WARO5662",2007
"KC312382","WARO5662",2007
"KC312383","WARO5662",2007
"KC312384","WARO5662",2007
"KC312385","WARO5662",2007
"KC312386","WARO5662",2007
"KC312387","WARO5662",2007
"KC312388","WARO5662",2007
"KC312389","WARO5662",2007
"KC312390","WARO5662",2007
"KC312391","WARO5662",2007
"KC312392","WARO5662",2007
"KC312393","WARO5662",2007
"KC312394","WARO5662",2007
"KC312395","WARO5662",2007
"KC312396","WARO5662",2007
"KC312397","WARO5662",2007
"KC312398","WARO5662",2007
"FJ496158","WEAU_flA11",1990
"FJ496159","WEAU_flE1",1990
"FJ496160","WEAU_flE3",1990
"FJ496161","WEAU_flE8",1990
"FJ496162","WEAU_flF2",1990
"FJ496163","WEAU_flF5",1990
"FJ496164","WEAU_flF6",1990
"FJ496165","WEAU_flF7",1990
"FJ496166","WEAU_flF9",1990
"FJ496167","WITO_flA1",2000
"FJ496168","WITO_flA2",2000
"FJ496169","WITO_flB3",2000
"FJ496170","WITO_flC1",2000
"FJ496171","WITO_flC10",2000
"FJ496172","WITO_flC3",2000
"FJ496173","WITO_flC4",2000
"FJ496174","WITO_flC9",2000
"FJ496175","WITO_flD5",2000
"FJ496176","WITO_flE1",2000
"FJ496177","WITO_flE10",2000
"FJ496178","WITO_flE11",2000
"FJ496179","WITO_flE2",2000
"FJ496180","WITO_flE3",2000
"FJ496181","WITO_flF2",2000
"FJ496182","WITO_flF4",2000
"FJ496183","WITO_flG7",2000
"FJ496184","WITO_flH3",2000
"KM049202","ZM013F",1999
"KM050093","ZM013F",1999
"KM049201","ZM013M",1999
"KM050092","ZM013M",1999
"KM050740","ZM071F",1998
"KM050741","ZM071M",1998
"KM049008","ZM1.25F",2000
"KM049901","ZM1.25F",2000
"KM049007","ZM1.25M",2000
"KM049900","ZM1.25M",2000
"KP715789","ZM1.9F_25-Jan-2008",2008
"KM049009","ZM1000F",2005
"KM049902","ZM1000F",2005
"KM048384","ZM1003F",2005
"KM049010","ZM1003F",2005
"KM049903","ZM1003F",2005
"KM049011","ZM1006F",2007
"KM049904","ZM1006F",2007
"KM049012","ZM1006M",2007
"KM049013","ZM1006M",2007
"KM049014","ZM1006M",2007
"KM049905","ZM1006M",2007
"KM049906","ZM1006M",2007
"KM049907","ZM1006M",2007
"KM049015","ZM1006M",2008
"KM049016","ZM1006M",2008
"KM049908","ZM1006M",2008
"KM049909","ZM1006M",2008
"KM049017","ZM1006M",2009
"KM049910","ZM1006M",2009
"KP715723","ZM1006M_18-Apr-2007",2007
"KM049018","ZM1008F",2007
"KM049911","ZM1008F",2007
"KM048392","ZM1008M",2007
"KM048393","ZM1008M",2007
"KM048394","ZM1008M",2007
"KM049019","ZM1008M",2007
"KM049020","ZM1008M",2007
"KM049021","ZM1008M",2007
"KM049912","ZM1008M",2007
"KM049913","ZM1008M",2007
"KM049914","ZM1008M",2007
"KM048395","ZM1008M",2008
"KM048396","ZM1008M",2008
"KM048397","ZM1008M",2008
"KM049022","ZM1008M",2008
"KM049023","ZM1008M",2008
"KM049024","ZM1008M",2008
"KM049915","ZM1008M",2008
"KM049916","ZM1008M",2008
"KM049917","ZM1008M",2008
"KM048398","ZM1008M",2009
"KM049025","ZM1008M",2009
"KM049918","ZM1008M",2009
"KP715724","ZM1008M_14-Mar-2007",2007
"KM048399","ZM1009F",2005
"KM049026","ZM1009F",2005
"KM049919","ZM1009F",2005
"KM048400","ZM1013F",2005
"KM049027","ZM1013F",2005
"KM049920","ZM1013F",2005
"KM048401","ZM1016M",2005
"KM049028","ZM1016M",2005
"KM049921","ZM1016M",2005
"KM049029","ZM1017F",2005
"KM049922","ZM1017F",2005
"KM048402","ZM1019F",2005
"KM049030","ZM1019F",2005
"KM049923","ZM1019F",2005
"KM049031","ZM1020M",2005
"KM049924","ZM1020M",2005
"KM049032","ZM1021M",2005
"KM049925","ZM1021M",2005
"KM049033","ZM1022F",2005
"KM049926","ZM1022F",2005
"KP715725","ZM1022M_28-Apr-2007",2007
"KM049034","ZM1023F",2007
"KM049927","ZM1023F",2007
"KM048403","ZM1023M",2007
"KM048404","ZM1023M",2007
"KM048405","ZM1023M",2007
"KM049035","ZM1023M",2007
"KM049036","ZM1023M",2007
"KM049037","ZM1023M",2007
"KM049928","ZM1023M",2007
"KM049929","ZM1023M",2007
"KM049930","ZM1023M",2007
"KM048406","ZM1023M",2008
"KM048407","ZM1023M",2008
"KM048408","ZM1023M",2008
"KM049038","ZM1023M",2008
"KM049039","ZM1023M",2008
"KM049040","ZM1023M",2008
"KM049931","ZM1023M",2008
"KM049932","ZM1023M",2008
"KM049933","ZM1023M",2008
"KM048409","ZM1023M",2009
"KM049041","ZM1023M",2009
"KM049934","ZM1023M",2009
"KP715726","ZM1023M_26-May-2007",2007
"KM048411","ZM1024F",2006
"KM049043","ZM1024F",2006
"KM049936","ZM1024F",2006
"KM048412","ZM1024F",2007
"KM048413","ZM1024F",2007
"KM048414","ZM1024F",2007
"KM049044","ZM1024F",2007
"KM049045","ZM1024F",2007
"KM049046","ZM1024F",2007
"KM049937","ZM1024F",2007
"KM049938","ZM1024F",2007
"KM049939","ZM1024F",2007
"KM048415","ZM1024F",2008
"KM048416","ZM1024F",2008
"KM048417","ZM1024F",2008
"KM049047","ZM1024F",2008
"KM049048","ZM1024F",2008
"KM049049","ZM1024F",2008
"KM049940","ZM1024F",2008
"KM049941","ZM1024F",2008
"KM049942","ZM1024F",2008
"KP715727","ZM1024F_02-Dec-2006",2006
"KM048410","ZM1024M",2006
"KM049042","ZM1024M",2006
"KM049935","ZM1024M",2006
"KM048418","ZM1025F",2005
"KM049050","ZM1025F",2005
"KM049943","ZM1025F",2005
"KM049051","ZM1026F",2005
"KM049944","ZM1026F",2005
"KM048419","ZM1027F",2005
"KM049052","ZM1027F",2005
"KM049945","ZM1027F",2005
"KM049053","ZM1033M",2005
"KM049946","ZM1033M",2005
"KM048420","ZM1034F",2005
"KM049054","ZM1034F",2005
"KM049947","ZM1034F",2005
"KM049055","ZM1039F",2005
"KM049948","ZM1039F",2005
"KP715728","ZM103F_17-Sep-2008",2008
"KM048421","ZM1040F",2005
"KM049056","ZM1040F",2005
"KM049949","ZM1040F",2005
"KM048422","ZM1043F",2006
"KM049057","ZM1043F",2006
"KM049950","ZM1043F",2006
"KM048423","ZM1043M",2006
"KM048424","ZM1043M",2006
"KM048425","ZM1043M",2006
"KM049058","ZM1043M",2006
"KM049059","ZM1043M",2006
"KM049060","ZM1043M",2006
"KM049951","ZM1043M",2006
"KM049952","ZM1043M",2006
"KM049953","ZM1043M",2006
"KM048426","ZM1043M",2007
"KM048427","ZM1043M",2007
"KM049061","ZM1043M",2007
"KM049062","ZM1043M",2007
"KM049954","ZM1043M",2007
"KM049955","ZM1043M",2007
"KM048428","ZM1043M",2008
"KM049063","ZM1043M",2008
"KM049956","ZM1043M",2008
"KP715729","ZM1043M_23-Feb-2006",2006
"KM048429","ZM1044F",2006
"KM049064","ZM1044F",2006
"KM049957","ZM1044F",2006
"KM048430","ZM1044M",2006
"KM048431","ZM1044M",2006
"KM048432","ZM1044M",2006
"KM049065","ZM1044M",2006
"KM049066","ZM1044M",2006
"KM049067","ZM1044M",2006
"KM049958","ZM1044M",2006
"KM049959","ZM1044M",2006
"KM048433","ZM1044M",2007
"KM048434","ZM1044M",2007
"KM049068","ZM1044M",2007
"KM049069","ZM1044M",2007
"KM049960","ZM1044M",2007
"KM049961","ZM1044M",2007
"KM048435","ZM1044M",2008
"KM049070","ZM1044M",2008
"KM049962","ZM1044M",2008
"KP715730","ZM1044M_25-Mar-2006",2006
"KP715731","ZM1047M_14-Aug-2007",2007
"KM048436","ZM1048F",2005
"KM049071","ZM1048F",2005
"KM049963","ZM1048F",2005
"KM048437","ZM1050F",2005
"KM049072","ZM1050F",2005
"KM049964","ZM1050F",2005
"KM048438","ZM1057F",2006
"KM049073","ZM1057F",2006
"KM049965","ZM1057F",2006
"KM048439","ZM1057M",2006
"KM048440","ZM1057M",2006
"KM048441","ZM1057M",2006
"KM048442","ZM1057M",2006
"KM049074","ZM1057M",2006
"KM049075","ZM1057M",2006
"KM049076","ZM1057M",2006
"KM049966","ZM1057M",2006
"KM049967","ZM1057M",2006
"KM049968","ZM1057M",2006
"KM049969","ZM1057M",2006
"KM048443","ZM1057M",2007
"KM048444","ZM1057M",2007
"KM049077","ZM1057M",2007
"KM049078","ZM1057M",2007
"KM049970","ZM1057M",2007
"KM049971","ZM1057M",2007
"KM048445","ZM1057M",2008
"KM049079","ZM1057M",2008
"KM049972","ZM1057M",2008
"KP715732","ZM1057M_28-Jan-2006",2006
"KM048446","ZM1065F",2006
"KM049080","ZM1065F",2006
"KM049973","ZM1065F",2006
"KM048447","ZM1065M",2006
"KM048448","ZM1065M",2006
"KM049081","ZM1065M",2006
"KM049082","ZM1065M",2006
"KM049974","ZM1065M",2006
"KM049975","ZM1065M",2006
"KM048449","ZM1065M",2007
"KM048450","ZM1065M",2007
"KM049083","ZM1065M",2007
"KM049084","ZM1065M",2007
"KM049976","ZM1065M",2007
"KM049977","ZM1065M",2007
"KM048451","ZM1065M",2008
"KM048452","ZM1065M",2008
"KM049085","ZM1065M",2008
"KM049086","ZM1065M",2008
"KM049978","ZM1065M",2008
"KM049979","ZM1065M",2008
"KP715733","ZM1065M_04-Aug-2006",2006
"KM048453","ZM1067F",2009
"KM048454","ZM1067M",2009
"KP715734","ZM1067M_31-Jul-2009",2009
"KP715735","ZM106F_04-Sep-2008",2008
"KP715736","ZM1072M_16-Aug-2006",2006
"KM049089","ZM1076F",2006
"KM049982","ZM1076F",2006
"KM048455","ZM1076M",2006
"KM048456","ZM1076M",2006
"KM049090","ZM1076M",2006
"KM049091","ZM1076M",2006
"KM049983","ZM1076M",2006
"KM049984","ZM1076M",2006
"KM048457","ZM1076M",2007
"KM048458","ZM1076M",2007
"KM048459","ZM1076M",2007
"KM049092","ZM1076M",2007
"KM049093","ZM1076M",2007
"KM049094","ZM1076M",2007
"KM049985","ZM1076M",2007
"KM049986","ZM1076M",2007
"KM049987","ZM1076M",2007
"KM048460","ZM1076M",2008
"KM048461","ZM1076M",2008
"KM049095","ZM1076M",2008
"KM049096","ZM1076M",2008
"KM049988","ZM1076M",2008
"KM049989","ZM1076M",2008
"KP715737","ZM1076M_28-Oct-2006",2006
"KM048462","ZM1078F",2005
"KM049097","ZM1078F",2005
"KM049990","ZM1078F",2005
"KM048463","ZM1079M",2005
"KM049098","ZM1079M",2005
"KM049991","ZM1079M",2005
"KM049087","ZM107F",2000
"KM049980","ZM107F",2000
"KM049088","ZM107M",2000
"KM049981","ZM107M",2000
"KM048465","ZM1082F",2006
"KM049101","ZM1082F",2006
"KM049993","ZM1082F",2006
"KM048466","ZM1082F",2007
"KM048467","ZM1082F",2007
"KM048468","ZM1082F",2007
"KM049102","ZM1082F",2007
"KM049103","ZM1082F",2007
"KM049104","ZM1082F",2007
"KM049994","ZM1082F",2007
"KM049995","ZM1082F",2007
"KM049996","ZM1082F",2007
"KM048469","ZM1082F",2008
"KM048470","ZM1082F",2008
"KM049105","ZM1082F",2008
"KM049106","ZM1082F",2008
"KM049997","ZM1082F",2008
"KM049998","ZM1082F",2008
"KP715738","ZM1082F_13-Sep-2006",2006
"KM048464","ZM1082M",2006
"KM049100","ZM1082M",2006
"KM049992","ZM1082M",2006
"KM049107","ZM1084M",2005
"KM049999","ZM1084M",2005
"KM049108","ZM1085M",2006
"KM050000","ZM1085M",2006
"KM049099","ZM108F",1999
"KM049109","ZM1093M",2005
"KM050001","ZM1093M",2005
"KM048472","ZM1094F",2008
"KP715739","ZM1094F_04-Jul-2008",2008
"KM048471","ZM1094M",2008
"KM048473","ZM1095F",2005
"KM049110","ZM1095F",2005
"KM050002","ZM1095F",2005
"KM049111","ZM1097F",2005
"KM050003","ZM1097F",2005
"KM049112","ZM1098F",2005
"KM050004","ZM1098F",2005
"KM048474","ZM1100M",2005
"KM049113","ZM1100M",2005
"KM050005","ZM1100M",2005
"KP715740","ZM1114M_19-Jul-2007",2007
"KM049114","ZM1115M",2005
"KM050006","ZM1115M",2005
"KM048475","ZM1116F",2005
"KM049115","ZM1116F",2005
"KM050007","ZM1116F",2005
"KM048476","ZM1117F",2005
"KM049116","ZM1117F",2005
"KM050008","ZM1117F",2005
"KM048477","ZM1123F",2008
"KM050009","ZM1123F",2008
"KM048478","ZM1123M",2008
"KM050010","ZM1123M",2008
"KP715741","ZM1123M_15-May-2008",2008
"KM048480","ZM1124F",2006
"KM048481","ZM1124F",2006
"KM048482","ZM1124F",2006
"KM049118","ZM1124F",2006
"KM049119","ZM1124F",2006
"KM049120","ZM1124F",2006
"KM050012","ZM1124F",2006
"KM050013","ZM1124F",2006
"KM050014","ZM1124F",2006
"KM048483","ZM1124F",2007
"KM048484","ZM1124F",2007
"KM048485","ZM1124F",2007
"KM049121","ZM1124F",2007
"KM049122","ZM1124F",2007
"KM049123","ZM1124F",2007
"KM050015","ZM1124F",2007
"KM050016","ZM1124F",2007
"KM050017","ZM1124F",2007
"KM048486","ZM1124F",2008
"KM049124","ZM1124F",2008
"KM050018","ZM1124F",2008
"KP715742","ZM1124F_18-May-2006",2006
"KM048479","ZM1124M",2006
"KM049117","ZM1124M",2006
"KM050011","ZM1124M",2006
"KP715743","ZM1125M_07-Apr-2006",2006
"KM048487","ZM1128F",2005
"KM049125","ZM1128F",2005
"KM050019","ZM1128F",2005
"KM049126","ZM1131F",2005
"KM050020","ZM1131F",2005
"KM049127","ZM1132M",2005
"KM049128","ZM1133M",2005
"KM050021","ZM1133M",2005
"KM048488","ZM1135F",2005
"KM049129","ZM1135F",2005
"KM050022","ZM1135F",2005
"KM049130","ZM1137M",2005
"KM050023","ZM1137M",2005
"KM048489","ZM1138F",2005
"KM049131","ZM1138F",2005
"KM048490","ZM1143M",2005
"KM049132","ZM1143M",2005
"KM050024","ZM1143M",2005
"KP715744","ZM1146F_04-Jan-2008",2008
"KM049133","ZM1147F",2005
"KM050025","ZM1147F",2005
"KP715745","ZM1149M_17-Mar-2007",2007
"KM048491","ZM1150F",2005
"KM049134","ZM1150F",2005
"KM050026","ZM1150F",2005
"KM049135","ZM1151M",2005
"KM049136","ZM1152M",2005
"KM050027","ZM1152M",2005
"KM048492","ZM1154F",2005
"KM049137","ZM1154F",2005
"KM050028","ZM1154F",2005
"KM049138","ZM1160F",2005
"KM049139","ZM1162M",2005
"KM050029","ZM1162M",2005
"KM048493","ZM1163M",2005
"KM049140","ZM1163M",2005
"KM050030","ZM1163M",2005
"KM049141","ZM1164F",2005
"KM050031","ZM1164F",2005
"KM048494","ZM1165F",2006
"KM049142","ZM1165F",2006
"KM050032","ZM1165F",2006
"KM048495","ZM1165M",2006
"KM048496","ZM1165M",2006
"KM048497","ZM1165M",2006
"KM049143","ZM1165M",2006
"KM049144","ZM1165M",2006
"KM049145","ZM1165M",2006
"KM050033","ZM1165M",2006
"KM050034","ZM1165M",2006
"KM050035","ZM1165M",2006
"KM048498","ZM1165M",2007
"KM048499","ZM1165M",2007
"KM048500","ZM1165M",2007
"KM049146","ZM1165M",2007
"KM049147","ZM1165M",2007
"KM049148","ZM1165M",2007
"KM050036","ZM1165M",2007
"KM050037","ZM1165M",2007
"KM050038","ZM1165M",2007
"KM048501","ZM1165M",2008
"KM049149","ZM1165M",2008
"KM050039","ZM1165M",2008
"KP715746","ZM1165M_16-Mar-2006",2006
"KM048502","ZM1166F",2006
"KM049150","ZM1166F",2006
"KM050040","ZM1166F",2006
"KM048503","ZM1166M",2006
"KM048504","ZM1166M",2006
"KM048505","ZM1166M",2006
"KM048506","ZM1166M",2006
"KM049151","ZM1166M",2006
"KM049152","ZM1166M",2006
"KM049153","ZM1166M",2006
"KM049154","ZM1166M",2006
"KM050041","ZM1166M",2006
"KM050042","ZM1166M",2006
"KM050043","ZM1166M",2006
"KM050044","ZM1166M",2006
"KM048507","ZM1166M",2007
"KM048508","ZM1166M",2007
"KM049155","ZM1166M",2007
"KM049156","ZM1166M",2007
"KM050045","ZM1166M",2007
"KM050046","ZM1166M",2007
"KM048509","ZM1166M",2008
"KM049157","ZM1166M",2008
"KM050047","ZM1166M",2008
"KP715747","ZM1166M_04-Feb-2006",2006
"KM049158","ZM1167F",2007
"KM050048","ZM1167F",2007
"KM048510","ZM1167M",2007
"KM048511","ZM1167M",2007
"KM048512","ZM1167M",2007
"KM049159","ZM1167M",2007
"KM049160","ZM1167M",2007
"KM049161","ZM1167M",2007
"KM050049","ZM1167M",2007
"KM050050","ZM1167M",2007
"KM050051","ZM1167M",2007
"KM048513","ZM1167M",2008
"KM048514","ZM1167M",2008
"KM049162","ZM1167M",2008
"KM049163","ZM1167M",2008
"KM050052","ZM1167M",2008
"KM050053","ZM1167M",2008
"KM048515","ZM1167M",2009
"KM049164","ZM1167M",2009
"KM050054","ZM1167M",2009
"KP715748","ZM1167M_10-Apr-2007",2007
"KM049165","ZM1169M",2006
"KM050055","ZM1169M",2006
"KM049166","ZM1171M",2005
"KM050056","ZM1171M",2005
"KM048516","ZM1172F",2005
"KM049167","ZM1172F",2005
"KM050057","ZM1172F",2005
"KM049168","ZM1177F",2005
"KM050058","ZM1177F",2005
"KM048517","ZM1180F",2006
"KM049169","ZM1180F",2006
"KM050059","ZM1180F",2006
"KM048518","ZM1180M",2006
"KM048519","ZM1180M",2006
"KM048520","ZM1180M",2006
"KM049170","ZM1180M",2006
"KM049171","ZM1180M",2006
"KM049172","ZM1180M",2006
"KM050060","ZM1180M",2006
"KM050061","ZM1180M",2006
"KM050062","ZM1180M",2006
"KM048521","ZM1180M",2007
"KM048522","ZM1180M",2007
"KM048523","ZM1180M",2007
"KM049173","ZM1180M",2007
"KM049174","ZM1180M",2007
"KM049175","ZM1180M",2007
"KM050063","ZM1180M",2007
"KM050064","ZM1180M",2007
"KM050065","ZM1180M",2007
"KM048524","ZM1180M",2008
"KM049176","ZM1180M",2008
"KM050066","ZM1180M",2008
"KP715749","ZM1180M_21-Apr-2006",2006
"KM049177","ZM1181F",2005
"KM050067","ZM1181F",2005
"KM049178","ZM1183M",2005
"KM050068","ZM1183M",2005
"KM048525","ZM1188F",2005
"KM049179","ZM1188F",2005
"KM050069","ZM1188F",2005
"KM049180","ZM1189M",2005
"KM050070","ZM1189M",2005
"KM049181","ZM1192M",2005
"KM050071","ZM1192M",2005
"KM048526","ZM1194F",2005
"KM049182","ZM1194F",2005
"KM050072","ZM1194F",2005
"KM049183","ZM1196F",2005
"KM050075","ZM1201F",2005
"KM049186","ZM1206M",2005
"KM050076","ZM1206M",2005
"KM048528","ZM1209F",2008
"KM050078","ZM1209F",2008
"KM049187","ZM1209M",2005
"KM050077","ZM1209M",2005
"KM048527","ZM1209M",2008
"KM049188","ZM1211M",2005
"KM050079","ZM1211M",2005
"KP715750","ZM1213M_18-Feb-2006",2006
"KM049189","ZM1219M",2005
"KM050080","ZM1219M",2005
"KM049190","ZM1221M",2005
"KM050081","ZM1221M",2005
"KM049191","ZM1223M",2005
"KM050082","ZM1223M",2005
"KM048529","ZM1230M",2005
"KM049192","ZM1230M",2005
"KM049193","ZM1235M",2005
"KM050083","ZM1235M",2005
"KM049194","ZM1239F",2006
"KM050084","ZM1239F",2006
"KM049195","ZM1243M",2005
"KM050085","ZM1243M",2005
"KM048530","ZM1247F",2005
"KM049196","ZM1247F",2005
"KM050086","ZM1247F",2005
"KM048531","ZM1249F",2005
"KM049197","ZM1249F",2005
"KM050087","ZM1249F",2005
"KM049199","ZM125F",2000
"KM050089","ZM125F",2000
"KM049198","ZM125M",2000
"KM050088","ZM125M",2000
"KM049200","ZM1286F",2005
"KM050090","ZM1286F",2005
"KM048532","ZM1286F",2008
"KM048533","ZM1286M",2008
"KM050091","ZM1286M",2008
"KP715751","ZM1286M_12-Jun-2008",2008
"KM049185","ZM12F",2000
"KM050074","ZM12F",2000
"KM049184","ZM12M",2000
"KM050073","ZM12M",2000
"KM048535","ZM1317F",2005
"KM049205","ZM1317F",2005
"KM050096","ZM1317F",2005
"KM048536","ZM1317M",2005
"KM049206","ZM1317M",2005
"KM050097","ZM1317M",2005
"KM048537","ZM1317M",2006
"KM048538","ZM1317M",2006
"KM048539","ZM1317M",2006
"KM049207","ZM1317M",2006
"KM049208","ZM1317M",2006
"KM049209","ZM1317M",2006
"KM050098","ZM1317M",2006
"KM050099","ZM1317M",2006
"KM050100","ZM1317M",2006
"KM048540","ZM1317M",2007
"KM048541","ZM1317M",2007
"KM049210","ZM1317M",2007
"KM049211","ZM1317M",2007
"KM050101","ZM1317M",2007
"KM050102","ZM1317M",2007
